order_id,product_id,quantity,item_price
72,110,1,32573
73,81,1,20884
74,27,3,40383
74,64,3,39934
75,119,3,15980
75,21,1,34297
75,168,1,47483
76,166,3,22184
76,100,3,47667
77,196,3,17999
77,65,3,42625
78,62,1,18175
78,81,2,20884
78,114,3,45820
79,9,1,10675
80,99,1,33835
81,1,2,28767
82,138,3,38414
82,38,3,20782
83,64,1,39934
83,144,3,33781
83,2,2,10198
84,177,2,1034
84,53,3,4686
84,89,3,21699
85,99,3,33835
85,95,1,26221
86,98,1,21534
87,90,1,24471
87,54,3,25831
87,92,3,36353
88,16,1,23458
88,136,3,768
88,74,1,19705
89,114,1,45820
90,114,1,45820
91,31,1,45422
91,180,3,48059
92,78,2,29573
92,142,2,41435
93,161,3,3863
93,189,1,9595
94,191,3,8185
94,173,2,44014
94,68,1,48501
95,75,2,2188
95,48,3,33786
95,65,2,42625
96,125,3,9322
96,149,1,26031
96,156,1,48981
97,169,3,30307
98,13,3,28667
99,36,1,14026
100,149,3,26031
100,38,2,20782
101,197,2,46363
101,23,3,32445
101,162,1,37448
102,102,1,4749
102,124,2,15547
102,182,3,24420
103,150,1,42928
104,184,3,28032
105,127,3,49842
106,114,3,45820
107,177,1,1034
107,63,1,32065
107,16,3,23458
108,76,1,5458
109,38,3,20782
109,90,2,24471
110,179,1,29467
110,59,3,21744
110,99,2,33835
111,194,2,5942
112,190,1,30245
112,166,2,22184
112,176,2,40884
113,40,2,38128
113,49,1,25475
113,41,3,46065
114,111,2,36024
114,41,2,46065
115,49,3,25475
116,17,2,4684
116,160,3,23954
116,4,1,1374
117,168,1,47483
117,85,3,18962
117,27,1,40383
118,100,2,47667
119,154,3,7685
119,59,3,21744
119,23,2,32445
120,23,1,32445
120,115,3,36220
120,163,1,14508
121,105,1,47083
122,34,3,29599
123,134,2,13986
123,57,3,31347
123,29,3,35010
124,99,3,33835
124,6,2,18053
124,29,3,35010
125,53,3,4686
125,179,3,29467
125,165,1,14483
126,131,3,36346
126,71,1,28021
126,27,1,40383
127,17,1,4684
128,164,3,20609
128,120,3,42554
128,23,3,32445
129,104,1,34560
129,83,1,18384
129,71,2,28021
130,50,1,41168
131,14,3,10774
132,136,3,768
133,184,2,28032
133,33,2,4436
133,184,3,28032
134,193,3,1240
134,136,1,768
135,111,1,36024
136,11,2,15225
136,37,2,45407
136,188,1,8169
137,75,3,2188
138,10,1,36300
138,67,2,19673
138,2,2,10198
139,173,1,44014
139,193,2,1240
140,132,2,2929
141,121,1,3739
141,45,2,16624
142,145,2,10776
142,140,1,26329
142,135,2,38490
143,188,2,8169
143,122,3,31671
143,82,2,18227
144,176,3,40884
144,192,2,31528
145,3,1,14520
146,72,3,19841
147,85,3,18962
148,46,3,37216
148,14,1,10774
148,28,1,39563
149,92,3,36353
150,157,2,13416
151,151,1,29899
151,53,3,4686
152,96,1,21704
153,133,3,38944
153,80,1,39218
154,170,3,39740
154,54,2,25831
154,38,3,20782
155,4,1,1374
155,130,1,44185
155,98,2,21534
156,138,1,38414
157,108,3,5618
157,187,1,19794
157,116,2,13882
158,133,2,38944
159,51,2,5628
160,108,3,5618
160,34,2,29599
160,137,1,46294
161,43,1,41763
162,57,1,31347
162,67,2,19673
163,143,2,17709
163,14,2,10774
163,22,1,14482
164,200,2,26353
164,22,2,14482
164,196,2,17999
165,159,3,39179
165,166,3,22184
165,154,2,7685
166,15,3,43933
167,152,2,29499
167,117,3,10724
168,70,2,16567
168,159,3,39179
168,103,1,10233
169,199,2,14421
169,41,1,46065
169,36,3,14026
170,12,2,32185
171,138,3,38414
172,13,2,28667
172,142,3,41435
173,103,3,10233
173,145,1,10776
173,172,1,37054
174,25,3,22489
175,152,1,29499
175,189,1,9595
176,27,1,40383
176,16,3,23458
176,184,3,28032
177,76,2,5458
178,79,3,36689
178,165,1,14483
178,140,1,26329
179,75,2,2188
180,3,1,14520
180,44,1,46706
181,26,2,45130
181,38,3,20782
182,166,2,22184
183,6,2,18053
184,69,3,34608
185,149,1,26031
185,135,1,38490
185,189,2,9595
186,124,2,15547
186,121,1,3739
186,174,2,5390
187,97,2,42480
187,62,3,18175
188,172,2,37054
189,100,3,47667
190,38,3,20782
190,130,3,44185
191,118,3,17388
191,167,2,33041
191,113,3,42362
192,51,2,5628
193,189,1,9595
193,126,2,21464
193,68,1,48501
194,122,2,31671
195,191,1,8185
195,90,1,24471
196,143,2,17709
196,32,3,24519
196,118,3,17388
197,51,2,5628
197,30,1,22654
198,1,1,28767
198,127,1,49842
199,155,3,25692
200,193,2,1240
200,56,2,24140
200,192,1,31528
201,33,1,4436
202,160,1,23954
202,143,2,17709
202,149,3,26031
203,129,1,32558
203,182,1,24420
203,86,3,38735
204,113,1,42362
205,53,2,4686
206,3,2,14520
206,195,1,30134
206,148,1,21734
207,37,1,45407
208,139,2,33667
209,81,1,20884
209,131,1,36346
209,68,2,48501
210,67,2,19673
211,172,2,37054
212,17,3,4684
212,155,1,25692
213,186,2,27660
213,145,2,10776
213,117,1,10724
214,76,3,5458
214,177,1,1034
214,91,1,20961
215,18,2,46569
215,70,1,16567
215,184,2,28032
216,29,2,35010
217,98,2,21534
218,40,2,38128
219,178,1,300
219,77,3,30770
220,22,3,14482
220,83,1,18384
221,180,3,48059
221,164,3,20609
221,161,3,3863
222,124,1,15547
222,30,2,22654
222,101,2,32850
223,113,2,42362
223,25,2,22489
223,17,3,4684
224,161,3,3863
224,163,2,14508
225,168,2,47483
225,39,3,18684
225,183,1,42621
226,188,1,8169
227,15,2,43933
228,22,1,14482
229,48,3,33786
230,58,3,14936
230,44,2,46706
230,132,3,2929
231,153,3,13708
232,143,2,17709
233,182,3,24420
233,45,2,16624
233,168,1,47483
234,173,1,44014
234,175,2,317
235,66,3,39463
236,128,2,1561
237,78,3,29573
237,119,1,15980
237,83,3,18384
238,128,3,1561
238,58,3,14936
238,48,2,33786
239,46,1,37216
239,38,3,20782
239,195,3,30134
240,185,1,5287
240,120,2,42554
241,166,1,22184
242,75,1,2188
243,89,3,21699
244,90,3,24471
245,103,2,10233
245,42,3,8631
245,197,2,46363
246,168,2,47483
246,73,3,13685
247,122,3,31671
247,148,1,21734
248,199,1,14421
249,9,3,10675
250,96,1,21704
250,134,2,13986
250,74,1,19705
251,28,3,39563
251,14,2,10774
251,138,2,38414
252,145,3,10776
252,66,3,39463
252,38,3,20782
253,135,2,38490
254,40,2,38128
254,95,1,26221
254,86,1,38735
255,78,3,29573
256,11,2,15225
256,86,2,38735
257,146,3,49725
258,170,3,39740
259,183,3,42621
259,13,1,28667
260,40,2,38128
260,150,1,42928
261,42,1,8631
261,40,1,38128
261,136,1,768
262,73,2,13685
262,137,1,46294
262,21,3,34297
263,159,3,39179
263,33,3,4436
264,177,2,1034
265,191,1,8185
266,104,2,34560
266,200,1,26353
267,189,3,9595
267,114,2,45820
267,21,3,34297
268,102,1,4749
269,95,1,26221
269,175,3,317
269,68,3,48501
270,174,1,5390
270,182,1,24420
270,86,2,38735
271,8,2,32892
272,100,3,47667
272,122,3,31671
272,119,2,15980
273,8,1,32892
274,25,2,22489
275,105,1,47083
275,166,3,22184
276,95,3,26221
277,44,2,46706
277,157,1,13416
278,193,2,1240
279,121,1,3739
279,131,3,36346
280,51,1,5628
280,164,1,20609
281,82,1,18227
281,69,2,34608
281,86,1,38735
282,198,3,4447
282,26,1,45130
282,167,1,33041
283,109,2,22816
284,186,1,27660
284,1,2,28767
284,172,3,37054
285,120,3,42554
285,166,1,22184
286,11,1,15225
286,150,2,42928
286,38,1,20782
287,61,1,37123
287,121,1,3739
287,122,1,31671
288,85,2,18962
288,119,3,15980
288,78,2,29573
289,197,3,46363
290,19,3,40133
290,165,2,14483
290,177,2,1034
291,7,2,13260
291,183,3,42621
291,6,3,18053
292,60,2,40975
292,72,1,19841
292,187,1,19794
293,6,1,18053
293,75,3,2188
294,51,3,5628
294,82,1,18227
294,42,3,8631
295,30,2,22654
296,150,1,42928
296,18,1,46569
297,11,2,15225
297,85,3,18962
297,122,1,31671
298,19,3,40133
298,32,3,24519
298,42,2,8631
299,17,2,4684
300,108,1,5618
300,141,3,10278
300,149,2,26031
301,151,2,29899
301,11,2,15225
302,106,3,6320
302,152,1,29499
302,9,2,10675
303,107,3,23701
303,145,2,10776
303,65,3,42625
304,1,1,28767
304,176,3,40884
304,94,3,42657
305,70,1,16567
306,166,2,22184
306,184,1,28032
307,81,3,20884
307,66,3,39463
308,82,1,18227
308,10,2,36300
309,104,3,34560
309,46,1,37216
310,123,3,3064
310,93,1,41514
310,162,1,37448
311,17,1,4684
311,92,2,36353
312,192,2,31528
312,117,3,10724
312,136,1,768
313,2,3,10198
313,55,3,18401
314,144,1,33781
314,139,3,33667
314,145,2,10776
315,34,2,29599
315,3,2,14520
315,107,2,23701
316,92,1,36353
317,82,2,18227
317,182,1,24420
317,142,1,41435
318,84,3,46587
318,103,1,10233
319,46,3,37216
320,122,1,31671
321,66,1,39463
322,194,1,5942
322,156,3,48981
322,127,1,49842
323,59,3,21744
324,51,1,5628
325,136,3,768
326,95,1,26221
326,136,2,768
327,200,2,26353
327,6,3,18053
328,82,3,18227
328,96,2,21704
329,64,1,39934
330,97,1,42480
330,145,2,10776
331,131,2,36346
331,44,3,46706
331,56,3,24140
332,112,1,34685
332,99,1,33835
333,108,1,5618
333,33,2,4436
334,76,3,5458
334,81,2,20884
335,93,2,41514
335,166,1,22184
336,104,1,34560
336,25,1,22489
336,188,3,8169
337,94,3,42657
338,128,3,1561
338,177,3,1034
338,85,1,18962
339,30,1,22654
339,35,1,27628
340,43,3,41763
340,168,1,47483
341,16,2,23458
341,136,3,768
341,62,3,18175
342,164,1,20609
342,75,2,2188
342,105,1,47083
343,184,2,28032
344,148,2,21734
345,182,1,24420
345,6,2,18053
346,181,2,6672
346,11,1,15225
347,130,2,44185
347,196,2,17999
347,44,3,46706
348,44,1,46706
348,29,3,35010
349,194,3,5942
349,40,2,38128
349,110,1,32573
350,135,1,38490
351,49,1,25475
352,114,1,45820
352,124,1,15547
352,93,1,41514
353,73,1,13685
353,122,2,31671
354,52,2,30622
354,11,1,15225
354,30,1,22654
355,40,3,38128
355,173,2,44014
356,74,1,19705
357,135,2,38490
357,34,2,29599
358,192,2,31528
358,32,3,24519
358,166,1,22184
359,180,2,48059
359,93,3,41514
360,185,1,5287
361,66,3,39463
362,43,1,41763
362,45,1,16624
362,64,1,39934
363,130,1,44185
363,116,3,13882
363,1,2,28767
364,17,2,4684
364,30,3,22654
364,174,3,5390
365,147,1,22220
365,87,2,21455
365,159,3,39179
366,129,1,32558
366,144,2,33781
366,120,1,42554
367,37,3,45407
367,81,3,20884
367,78,3,29573
368,63,2,32065
369,182,2,24420
370,65,2,42625
370,91,3,20961
370,11,1,15225
371,19,3,40133
371,144,2,33781
371,50,3,41168
372,55,2,18401
372,93,1,41514
373,28,3,39563
373,131,1,36346
373,12,3,32185
374,17,1,4684
375,11,1,15225
375,171,2,32522
376,31,1,45422
377,147,2,22220
377,108,2,5618
377,76,1,5458
378,120,1,42554
379,118,2,17388
379,109,2,22816
380,25,3,22489
381,131,2,36346
382,79,1,36689
383,195,2,30134
383,166,2,22184
384,150,2,42928
384,6,1,18053
384,7,2,13260
385,23,3,32445
385,99,1,33835
385,10,2,36300
386,5,3,31251
387,155,2,25692
387,83,2,18384
388,9,1,10675
388,168,3,47483
388,199,1,14421
389,188,2,8169
389,123,2,3064
389,77,3,30770
390,26,1,45130
391,26,3,45130
391,107,1,23701
391,178,3,300
392,174,2,5390
392,169,2,30307
393,78,3,29573
394,95,2,26221
394,180,3,48059
394,147,1,22220
395,102,2,4749
395,153,1,13708
395,92,3,36353
396,48,3,33786
397,86,2,38735
398,112,2,34685
398,73,3,13685
399,36,2,14026
399,148,2,21734
400,160,2,23954
400,4,3,1374
401,112,3,34685
401,196,1,17999
401,131,2,36346
402,7,2,13260
403,199,1,14421
403,5,1,31251
404,118,3,17388
404,88,1,8420
405,94,2,42657
405,154,1,7685
406,70,1,16567
406,79,2,36689
407,71,1,28021
408,190,2,30245
409,86,1,38735
409,35,1,27628
410,48,1,33786
410,62,3,18175
411,44,3,46706
412,48,3,33786
412,33,1,4436
413,31,2,45422
414,7,3,13260
415,67,1,19673
415,172,1,37054
416,54,1,25831
417,152,1,29499
418,185,2,5287
418,82,3,18227
419,32,2,24519
419,53,2,4686
420,144,2,33781
420,149,3,26031
421,111,3,36024
421,13,1,28667
422,194,2,5942
422,138,2,38414
423,7,2,13260
424,17,1,4684
425,113,1,42362
425,120,3,42554
426,121,2,3739
427,186,1,27660
428,190,3,30245
428,182,2,24420
428,45,2,16624
429,51,3,5628
430,52,3,30622
431,105,1,47083
431,23,2,32445
431,140,3,26329
432,155,3,25692
432,19,2,40133
432,35,2,27628
433,16,3,23458
433,153,1,13708
434,185,1,5287
434,58,3,14936
435,158,2,45503
435,110,2,32573
435,61,1,37123
436,78,3,29573
437,145,2,10776
437,106,1,6320
438,110,2,32573
438,24,1,20485
438,86,2,38735
439,200,1,26353
439,121,3,3739
440,55,3,18401
440,109,3,22816
440,130,1,44185
441,80,3,39218
441,123,2,3064
442,102,1,4749
443,17,2,4684
444,200,3,26353
445,183,2,42621
446,72,2,19841
446,27,1,40383
447,103,1,10233
448,162,3,37448
449,156,3,48981
449,126,2,21464
449,110,3,32573
450,110,2,32573
450,84,3,46587
451,38,1,20782
451,97,2,42480
452,135,2,38490
452,198,2,4447
453,55,1,18401
453,2,1,10198
453,177,2,1034
454,143,1,17709
454,28,1,39563
455,26,3,45130
455,136,2,768
456,84,2,46587
456,2,3,10198
456,21,1,34297
457,108,2,5618
457,38,1,20782
457,24,2,20485
458,100,1,47667
458,13,2,28667
459,86,3,38735
460,120,3,42554
460,84,1,46587
461,80,1,39218
461,30,1,22654
462,115,2,36220
463,199,3,14421
463,8,1,32892
463,135,1,38490
464,191,1,8185
464,64,3,39934
464,11,3,15225
465,4,3,1374
465,94,1,42657
465,70,2,16567
466,37,2,45407
466,141,1,10278
466,19,3,40133
467,187,2,19794
467,40,2,38128
467,127,1,49842
468,10,1,36300
468,142,1,41435
468,197,1,46363
469,21,2,34297
469,65,3,42625
469,175,1,317
470,2,2,10198
470,125,1,9322
470,114,2,45820
471,32,3,24519
471,165,3,14483
471,70,2,16567
472,135,1,38490
472,79,2,36689
473,53,3,4686
473,43,1,41763
473,46,1,37216
474,81,3,20884
474,162,3,37448
475,58,2,14936
475,186,1,27660
475,38,2,20782
476,2,2,10198
476,186,3,27660
477,136,1,768
477,6,1,18053
478,159,2,39179
478,36,2,14026
478,146,3,49725
479,200,2,26353
479,155,2,25692
479,83,3,18384
480,194,1,5942
480,155,3,25692
480,45,1,16624
481,105,2,47083
481,152,3,29499
481,41,1,46065
482,65,2,42625
482,115,1,36220
483,95,3,26221
483,144,3,33781
483,151,1,29899
484,114,2,45820
484,70,3,16567
484,188,1,8169
485,20,2,9571
485,43,3,41763
485,86,2,38735
486,79,3,36689
487,109,3,22816
487,141,3,10278
488,90,2,24471
488,174,2,5390
489,75,3,2188
490,48,2,33786
490,15,1,43933
491,3,1,14520
491,99,2,33835
492,183,2,42621
493,119,1,15980
494,117,2,10724
494,52,2,30622
495,155,2,25692
496,179,3,29467
497,158,2,45503
497,192,1,31528
497,153,3,13708
498,60,3,40975
499,177,3,1034
500,121,1,3739
500,101,1,32850
500,44,1,46706
501,117,2,10724
501,7,1,13260
502,134,3,13986
502,7,1,13260
502,3,1,14520
503,122,2,31671
503,30,3,22654
503,189,1,9595
504,78,2,29573
504,77,3,30770
505,198,3,4447
505,190,3,30245
505,36,3,14026
506,168,3,47483
506,129,3,32558
506,38,2,20782
507,107,3,23701
508,172,2,37054
509,7,3,13260
509,65,1,42625
510,114,2,45820
510,81,2,20884
511,29,1,35010
512,148,3,21734
512,166,1,22184
512,163,1,14508
513,109,1,22816
513,83,1,18384
513,34,1,29599
514,147,3,22220
515,94,2,42657
515,200,2,26353
516,141,1,10278
516,32,3,24519
517,120,2,42554
517,60,1,40975
518,153,3,13708
518,85,2,18962
519,44,2,46706
519,9,2,10675
519,21,2,34297
520,37,2,45407
521,152,2,29499
521,185,1,5287
522,126,1,21464
522,30,3,22654
523,127,1,49842
523,177,1,1034
523,102,3,4749
524,50,1,41168
525,85,3,18962
525,183,3,42621
525,110,2,32573
526,35,3,27628
527,50,3,41168
527,25,1,22489
527,69,1,34608
528,23,3,32445
528,115,1,36220
529,108,2,5618
529,155,2,25692
530,175,3,317
530,27,2,40383
530,64,2,39934
531,163,2,14508
531,65,1,42625
532,4,1,1374
532,45,2,16624
533,188,3,8169
533,100,2,47667
533,131,1,36346
534,182,3,24420
534,98,3,21534
534,168,2,47483
535,85,3,18962
536,141,2,10278
536,154,2,7685
537,102,1,4749
538,121,1,3739
538,31,2,45422
538,61,2,37123
539,26,3,45130
539,57,2,31347
540,179,3,29467
541,73,2,13685
541,34,3,29599
542,117,2,10724
542,39,2,18684
542,129,1,32558
543,13,3,28667
543,10,1,36300
543,53,3,4686
544,139,2,33667
544,115,3,36220
545,66,2,39463
546,89,3,21699
547,181,3,6672
548,4,1,1374
549,23,2,32445
550,156,2,48981
550,90,2,24471
550,123,2,3064
551,160,3,23954
551,182,1,24420
552,4,1,1374
553,173,1,44014
554,64,3,39934
555,20,3,9571
556,82,2,18227
556,145,2,10776
556,119,1,15980
557,179,3,29467
558,92,1,36353
559,2,2,10198
560,22,1,14482
560,64,1,39934
561,18,3,46569
562,70,1,16567
562,23,1,32445
563,145,2,10776
563,64,3,39934
564,112,2,34685
564,198,1,4447
564,142,3,41435
565,63,1,32065
565,174,1,5390
565,114,3,45820
566,146,1,49725
567,113,2,42362
567,26,3,45130
568,50,3,41168
569,150,1,42928
569,188,1,8169
570,141,3,10278
571,34,2,29599
571,197,2,46363
572,53,1,4686
572,130,2,44185
573,123,2,3064
573,128,1,1561
573,137,2,46294
574,187,2,19794
574,87,2,21455
575,111,3,36024
575,182,3,24420
575,135,1,38490
576,99,2,33835
576,121,3,3739
577,161,1,3863
577,122,3,31671
578,9,1,10675
578,86,2,38735
578,99,1,33835
579,101,3,32850
579,39,2,18684
579,51,2,5628
580,12,2,32185
580,41,1,46065
580,118,1,17388
581,114,3,45820
581,36,3,14026
581,103,1,10233
582,93,1,41514
582,99,2,33835
582,49,3,25475
583,71,1,28021
584,25,1,22489
584,176,2,40884
585,32,1,24519
586,100,3,47667
586,157,2,13416
586,14,3,10774
587,118,3,17388
587,166,2,22184
587,40,2,38128
588,169,3,30307
589,180,3,48059
589,96,1,21704
589,14,2,10774
590,29,3,35010
590,80,3,39218
590,167,3,33041
591,175,1,317
591,87,3,21455
591,10,3,36300
592,188,1,8169
593,8,1,32892
593,159,1,39179
594,31,2,45422
594,71,3,28021
595,195,2,30134
596,41,3,46065
597,85,1,18962
598,33,2,4436
598,1,2,28767
598,17,2,4684
599,25,3,22489
599,110,1,32573
599,170,2,39740
600,184,3,28032
600,86,3,38735
600,187,2,19794
601,195,2,30134
601,108,3,5618
601,88,1,8420
602,60,3,40975
603,96,1,21704
604,157,2,13416
604,180,2,48059
604,102,3,4749
605,69,2,34608
606,131,3,36346
607,140,3,26329
607,92,2,36353
607,35,2,27628
608,189,3,9595
609,193,3,1240
609,14,3,10774
609,132,3,2929
610,65,1,42625
610,35,3,27628
611,9,1,10675
611,27,3,40383
612,44,3,46706
612,94,1,42657
613,29,3,35010
614,57,2,31347
614,143,3,17709
614,70,2,16567
615,107,1,23701
616,152,1,29499
616,9,1,10675
616,189,2,9595
617,70,2,16567
618,7,1,13260
618,174,1,5390
618,77,3,30770
619,96,2,21704
619,174,3,5390
619,200,3,26353
620,199,3,14421
620,28,2,39563
620,140,3,26329
621,173,1,44014
621,191,1,8185
622,117,1,10724
622,76,1,5458
623,49,1,25475
624,127,3,49842
625,132,3,2929
625,89,2,21699
625,59,2,21744
626,177,2,1034
626,27,1,40383
626,11,3,15225
627,160,1,23954
627,76,1,5458
627,6,2,18053
628,200,2,26353
628,105,3,47083
628,3,1,14520
629,182,1,24420
629,138,2,38414
629,77,1,30770
630,108,1,5618
631,85,2,18962
631,76,3,5458
632,30,2,22654
632,174,2,5390
633,118,2,17388
633,76,1,5458
634,71,3,28021
635,3,1,14520
635,48,3,33786
636,175,2,317
636,168,1,47483
636,94,2,42657
637,2,1,10198
637,172,2,37054
638,117,1,10724
639,116,2,13882
640,27,1,40383
641,33,3,4436
642,61,2,37123
642,138,3,38414
642,188,1,8169
643,78,2,29573
643,55,3,18401
644,112,2,34685
644,164,1,20609
644,87,2,21455
645,95,1,26221
645,170,1,39740
646,182,3,24420
646,35,3,27628
647,84,3,46587
648,128,1,1561
649,94,2,42657
649,128,3,1561
650,147,1,22220
650,49,2,25475
651,135,2,38490
652,8,2,32892
653,27,2,40383
654,37,2,45407
654,46,2,37216
654,173,2,44014
655,139,1,33667
656,100,2,47667
657,25,3,22489
658,167,1,33041
658,197,3,46363
658,80,1,39218
659,13,1,28667
659,40,3,38128
660,60,3,40975
660,128,1,1561
660,187,1,19794
661,48,3,33786
661,157,1,13416
661,168,1,47483
662,129,1,32558
662,112,1,34685
662,124,1,15547
663,113,1,42362
664,128,1,1561
664,86,2,38735
665,160,2,23954
665,135,3,38490
665,132,1,2929
666,53,3,4686
667,188,2,8169
667,106,1,6320
667,24,2,20485
668,158,3,45503
669,72,1,19841
669,38,1,20782
670,114,1,45820
670,83,3,18384
671,21,1,34297
671,188,2,8169
672,102,1,4749
672,200,1,26353
673,177,2,1034
673,51,1,5628
673,67,3,19673
674,129,3,32558
674,1,3,28767
675,24,3,20485
676,58,2,14936
676,88,2,8420
676,122,3,31671
677,48,2,33786
677,28,3,39563
678,100,1,47667
678,183,1,42621
678,61,2,37123
679,86,3,38735
680,43,2,41763
681,187,2,19794
681,48,1,33786
681,85,3,18962
682,41,2,46065
682,141,3,10278
682,6,2,18053
683,126,2,21464
683,28,3,39563
684,15,3,43933
684,149,1,26031
685,66,3,39463
686,68,2,48501
687,13,2,28667
687,193,2,1240
687,166,1,22184
688,38,1,20782
689,121,3,3739
690,46,2,37216
690,12,1,32185
690,181,1,6672
691,102,1,4749
691,89,2,21699
692,86,2,38735
692,37,2,45407
693,35,3,27628
693,138,3,38414
693,190,2,30245
694,48,2,33786
694,120,1,42554
694,135,1,38490
695,9,1,10675
695,155,1,25692
696,135,3,38490
697,29,3,35010
698,197,3,46363
698,175,3,317
698,200,1,26353
699,33,2,4436
700,23,1,32445
701,172,3,37054
701,138,3,38414
701,30,2,22654
702,166,1,22184
702,162,2,37448
702,84,2,46587
703,166,2,22184
703,78,2,29573
703,137,3,46294
704,83,2,18384
704,112,2,34685
705,3,3,14520
706,136,2,768
706,7,2,13260
707,114,3,45820
707,120,2,42554
707,151,3,29899
708,14,3,10774
708,129,3,32558
708,114,1,45820
709,58,3,14936
709,150,1,42928
710,102,1,4749
710,94,3,42657
711,17,2,4684
711,160,3,23954
711,110,3,32573
712,52,3,30622
712,69,3,34608
712,191,3,8185
713,186,3,27660
713,117,3,10724
714,48,2,33786
714,47,2,1571
714,17,1,4684
715,54,1,25831
715,142,1,41435
716,17,3,4684
716,104,1,34560
717,144,3,33781
717,93,2,41514
717,134,3,13986
718,198,1,4447
718,149,2,26031
719,128,3,1561
719,69,1,34608
719,7,1,13260
720,71,3,28021
720,32,3,24519
720,161,3,3863
721,162,1,37448
722,56,2,24140
723,16,2,23458
723,124,1,15547
724,189,3,9595
725,24,1,20485
725,177,2,1034
725,133,1,38944
726,126,1,21464
727,188,1,8169
727,186,1,27660
727,62,1,18175
728,5,2,31251
728,1,2,28767
729,58,2,14936
730,199,3,14421
731,27,3,40383
731,73,1,13685
732,11,1,15225
732,18,3,46569
733,16,1,23458
733,67,3,19673
734,142,3,41435
735,36,3,14026
735,37,3,45407
736,78,1,29573
737,166,2,22184
738,79,1,36689
739,114,3,45820
740,102,3,4749
740,57,3,31347
741,77,2,30770
741,189,3,9595
741,121,3,3739
742,1,2,28767
743,142,2,41435
744,180,2,48059
745,164,1,20609
745,91,1,20961
746,49,1,25475
747,101,1,32850
747,35,1,27628
747,115,3,36220
748,17,2,4684
748,180,3,48059
749,128,2,1561
749,14,3,10774
750,140,2,26329
750,152,1,29499
750,94,1,42657
751,21,2,34297
751,53,2,4686
751,184,3,28032
752,197,1,46363
753,70,3,16567
753,111,1,36024
753,191,2,8185
754,91,1,20961
754,102,1,4749
754,6,2,18053
755,30,1,22654
756,119,2,15980
756,54,3,25831
757,61,3,37123
757,101,2,32850
757,106,1,6320
758,79,3,36689
759,114,3,45820
759,158,2,45503
759,150,1,42928
760,78,2,29573
760,8,3,32892
760,134,2,13986
761,130,2,44185
762,67,2,19673
763,103,1,10233
764,31,1,45422
764,50,1,41168
765,96,1,21704
765,59,3,21744
765,48,2,33786
766,106,2,6320
767,9,1,10675
767,155,1,25692
768,192,1,31528
769,195,3,30134
769,66,2,39463
770,84,3,46587
770,120,3,42554
771,57,3,31347
772,13,1,28667
772,186,2,27660
