order_id,customer_id,order_date,order_status
202,2273,2021-04-21,Returned
203,4385,2021-10-02,Completed
204,786,2023-01-31,Returned
205,3468,2021-07-29,Completed
206,4642,2021-03-03,Completed
207,913,2021-12-12,Returned
208,2271,2021-10-19,Cancelled
209,1972,2021-08-25,Completed
210,4946,2022-08-08,Cancelled
211,4528,2021-12-29,Completed
212,1243,2021-01-24,Returned
213,4786,2021-11-21,Completed
214,1408,2023-04-06,Cancelled
215,1665,2022-07-09,Returned
216,143,2021-06-14,Completed
217,4680,2023-01-29,Returned
218,2210,2023-04-09,Cancelled
219,1021,2021-04-08,Completed
220,3330,2021-08-15,Completed
221,3765,2022-09-17,Completed
222,1422,2021-08-14,Cancelled
223,880,2021-01-04,Completed
224,2528,2022-03-22,Returned
225,4913,2023-05-20,Cancelled
226,3655,2021-08-07,Completed
227,823,2023-05-18,Completed
228,3347,2022-12-31,Cancelled
229,3626,2021-06-03,Returned
230,3150,2023-05-22,Returned
231,3115,2021-01-24,Returned
232,2226,2021-07-30,Returned
233,4027,2022-03-24,Returned
234,2805,2021-11-26,Completed
235,4089,2022-06-04,Returned
236,3178,2023-05-09,Cancelled
237,4969,2021-07-30,Cancelled
238,1184,2022-12-22,Completed
239,4924,2023-05-08,Returned
240,3094,2021-06-22,Cancelled
241,1697,2021-08-12,Cancelled
242,2894,2022-02-19,Cancelled
243,2038,2023-01-03,Cancelled
244,1892,2022-01-24,Returned
245,3848,2021-01-25,Returned
246,4615,2021-09-07,Returned
247,530,2022-04-09,Returned
248,180,2022-02-03,Returned
249,2828,2022-01-04,Cancelled
250,168,2022-05-18,Cancelled
251,3649,2022-03-11,Completed
252,3583,2021-09-19,Cancelled
253,1873,2021-10-03,Cancelled
254,2129,2022-05-06,Completed
255,1381,2021-08-13,Returned
256,4237,2022-09-06,Returned
257,1604,2023-05-17,Completed
258,3125,2022-01-09,Completed
259,1873,2021-04-03,Returned
260,1301,2021-04-05,Returned
261,4529,2021-02-21,Cancelled
262,650,2022-06-22,Cancelled
263,3712,2021-06-02,Cancelled
264,1161,2023-05-30,Cancelled
265,2282,2023-06-11,Completed
266,1877,2022-02-24,Cancelled
267,1366,2022-06-18,Completed
268,1900,2023-06-12,Completed
269,428,2022-08-10,Returned
270,1442,2021-10-23,Returned
271,3853,2022-03-10,Completed
272,1936,2021-01-18,Completed
273,4937,2022-12-31,Completed
274,552,2023-03-03,Completed
275,2205,2023-04-17,Completed
276,4375,2021-05-08,Cancelled
277,4534,2023-02-19,Cancelled
278,1466,2021-06-06,Returned
279,1531,2021-09-09,Completed
280,2667,2023-05-26,Completed
281,2231,2022-06-10,Completed
282,4104,2022-06-01,Completed
283,3227,2021-05-19,Completed
284,397,2022-04-26,Completed
285,1084,2021-09-05,Returned
286,3009,2022-08-11,Cancelled
287,3789,2021-09-09,Cancelled
288,1435,2022-12-29,Completed
289,2034,2021-06-15,Returned
290,4965,2023-02-12,Completed
291,550,2022-01-22,Completed
292,5,2021-10-22,Cancelled
293,4333,2023-03-30,Cancelled
294,3236,2022-07-18,Returned
295,3309,2022-06-22,Cancelled
296,4258,2021-12-29,Returned
297,4731,2023-01-06,Returned
298,3320,2023-02-09,Cancelled
299,4289,2022-02-22,Completed
300,4122,2023-05-29,Cancelled
301,1035,2023-04-05,Completed
302,1695,2021-03-17,Returned
303,3011,2023-05-13,Cancelled
304,947,2022-09-11,Cancelled
305,3135,2022-01-20,Cancelled
306,3061,2021-01-25,Cancelled
307,3992,2021-07-23,Completed
308,1766,2022-03-22,Returned
309,1206,2022-04-06,Returned
310,1146,2022-10-27,Cancelled
311,3247,2021-09-08,Completed
312,135,2021-08-21,Cancelled
313,2072,2022-05-14,Cancelled
314,3821,2022-12-31,Cancelled
315,3044,2021-07-29,Cancelled
316,1069,2022-03-02,Completed
317,2011,2021-05-30,Returned
318,830,2021-10-30,Cancelled
319,436,2021-12-25,Cancelled
320,3167,2022-11-01,Cancelled
321,640,2022-09-05,Cancelled
322,2907,2023-04-21,Returned
323,4519,2022-05-04,Completed
324,3928,2021-03-11,Cancelled
325,2716,2021-07-18,Cancelled
326,4152,2021-06-19,Completed
327,830,2021-05-30,Returned
328,4601,2021-10-04,Completed
329,203,2022-06-06,Completed
330,4269,2022-01-16,Completed
331,3673,2022-02-18,Cancelled
332,3771,2021-12-22,Returned
333,2676,2021-10-19,Cancelled
334,418,2023-04-01,Returned
335,4798,2021-05-07,Cancelled
336,3994,2022-03-20,Returned
337,297,2022-11-14,Returned
338,4640,2022-06-03,Completed
339,1257,2023-04-25,Cancelled
340,2705,2022-11-08,Returned
341,3604,2023-01-20,Returned
342,2189,2021-05-28,Completed
343,1609,2021-04-06,Returned
344,3145,2021-10-10,Cancelled
345,1805,2021-02-12,Completed
346,2482,2021-01-13,Completed
347,1594,2022-03-05,Returned
348,1587,2022-03-04,Completed
349,3498,2022-07-15,Returned
350,2091,2021-08-04,Completed
351,543,2021-06-17,Completed
352,2176,2023-01-15,Cancelled
353,542,2021-08-13,Cancelled
354,1357,2022-11-20,Cancelled
355,936,2021-03-23,Returned
356,3766,2023-04-12,Cancelled
357,3049,2023-05-22,Cancelled
358,2115,2022-08-14,Returned
359,4489,2023-04-14,Returned
360,2709,2022-10-09,Returned
361,2675,2022-06-24,Completed
362,4832,2022-06-17,Returned
363,2286,2023-04-06,Returned
364,2010,2021-08-20,Completed
365,3555,2022-05-10,Cancelled
366,2689,2022-06-06,Cancelled
367,4087,2023-01-12,Cancelled
368,421,2022-08-29,Cancelled
369,2111,2021-04-20,Completed
370,4547,2021-08-17,Completed
371,2038,2022-04-21,Completed
372,808,2022-12-16,Returned
373,4144,2022-01-07,Cancelled
374,3276,2022-03-06,Returned
375,2714,2021-11-03,Completed
376,1987,2021-06-16,Returned
377,3942,2022-11-10,Completed
378,2572,2021-02-28,Cancelled
379,3326,2023-04-15,Cancelled
380,1262,2022-03-01,Cancelled
381,251,2021-12-08,Cancelled
382,969,2021-11-12,Completed
383,3986,2023-06-20,Cancelled
384,3247,2022-08-26,Completed
385,3321,2022-03-17,Completed
386,2347,2021-09-07,Returned
387,1351,2021-12-11,Completed
388,4899,2021-12-01,Returned
389,3088,2023-05-24,Completed
390,825,2021-03-26,Completed
391,70,2021-06-03,Returned
392,3511,2022-05-20,Completed
393,1245,2021-02-22,Completed
394,3861,2021-07-01,Completed
395,1094,2021-10-26,Cancelled
396,2927,2022-11-14,Returned
397,717,2021-02-11,Completed
398,2538,2021-12-05,Completed
399,320,2022-08-20,Completed
400,324,2022-09-22,Completed
401,1575,2023-03-20,Completed
402,3202,2023-04-24,Cancelled
403,881,2021-10-01,Returned
404,2388,2022-09-23,Returned
405,588,2023-05-02,Returned
406,2331,2021-05-22,Completed
407,3788,2022-09-13,Cancelled
408,1290,2022-10-21,Returned
409,4218,2021-04-09,Cancelled
410,4969,2021-08-18,Returned
411,2325,2021-02-02,Cancelled
412,2775,2022-11-12,Completed
413,3873,2023-04-10,Cancelled
414,2939,2022-06-06,Cancelled
415,2406,2022-11-01,Returned
416,3286,2022-03-05,Completed
417,2534,2022-11-14,Cancelled
418,1725,2021-09-04,Cancelled
419,1219,2022-12-22,Completed
420,302,2021-03-23,Completed
421,4815,2023-06-16,Completed
422,1210,2021-04-21,Cancelled
423,1034,2021-06-02,Returned
424,602,2021-10-17,Cancelled
425,2622,2022-08-17,Completed
426,3946,2022-03-22,Cancelled
427,1005,2022-10-22,Returned
428,4523,2023-01-17,Returned
429,2479,2022-12-28,Completed
430,3877,2022-11-03,Completed
431,2984,2021-06-10,Cancelled
432,1569,2021-12-20,Completed
433,401,2021-02-02,Cancelled
434,3192,2021-07-11,Cancelled
435,3798,2022-11-06,Cancelled
436,2651,2022-04-06,Completed
437,2679,2023-02-03,Returned
438,3460,2022-11-06,Cancelled
439,4642,2023-06-08,Returned
440,1508,2021-01-08,Completed
441,2053,2022-03-02,Completed
442,3989,2023-06-16,Cancelled
443,1214,2021-02-13,Completed
444,1967,2022-06-10,Returned
445,4058,2021-10-12,Completed
446,1479,2022-03-04,Completed
447,76,2022-10-09,Cancelled
448,2810,2023-03-31,Returned
449,3056,2021-12-12,Completed
450,857,2022-05-10,Returned
451,1653,2021-08-05,Completed
452,2724,2022-11-28,Returned
453,4137,2021-10-08,Returned
454,3201,2022-06-26,Returned
455,1612,2022-03-22,Returned
456,323,2022-04-11,Returned
457,4842,2022-07-15,Cancelled
458,4414,2023-02-13,Cancelled
459,365,2021-10-19,Cancelled
460,147,2022-02-22,Returned
461,515,2022-05-01,Cancelled
462,3798,2022-09-16,Returned
463,1892,2021-11-19,Returned
464,1826,2022-04-06,Cancelled
465,2460,2022-10-30,Completed
466,1880,2022-11-16,Returned
467,2082,2022-02-09,Cancelled
468,36,2022-06-28,Completed
469,333,2021-08-16,Cancelled
470,1958,2022-02-11,Completed
471,3523,2021-02-18,Completed
472,2242,2022-07-03,Returned
473,3415,2021-01-17,Returned
474,2509,2023-02-27,Returned
475,420,2022-05-24,Returned
476,1749,2022-07-01,Returned
477,4525,2021-10-22,Completed
478,1924,2022-02-03,Returned
479,2692,2021-07-01,Returned
480,1641,2021-01-15,Returned
481,3519,2021-03-23,Cancelled
482,2012,2022-05-07,Completed
483,815,2021-05-13,Returned
484,2116,2021-06-23,Returned
485,2395,2022-11-19,Cancelled
486,3405,2021-06-15,Cancelled
487,1672,2023-01-17,Completed
488,2961,2021-04-10,Cancelled
489,2536,2022-07-10,Returned
490,4495,2022-10-17,Completed
491,625,2021-06-09,Completed
492,28,2021-09-03,Completed
493,2213,2021-07-03,Completed
494,3697,2021-12-12,Completed
495,4100,2023-02-24,Returned
496,3812,2022-06-08,Completed
497,3943,2022-11-16,Returned
498,2280,2023-03-16,Completed
499,2919,2023-03-19,Completed
500,2894,2021-06-30,Cancelled
501,1551,2022-07-13,Cancelled
502,150,2022-09-28,Completed
503,520,2021-06-16,Completed
504,2803,2021-06-14,Returned
505,4382,2021-07-18,Cancelled
506,2879,2021-01-31,Cancelled
507,3189,2023-03-23,Cancelled
508,849,2023-04-07,Returned
509,3297,2021-08-06,Completed
510,1558,2022-09-28,Returned
511,3961,2023-03-04,Returned
512,549,2023-02-02,Completed
513,4050,2022-07-25,Cancelled
514,3173,2021-11-26,Returned
515,3022,2021-07-23,Completed
516,299,2022-04-09,Completed
517,31,2022-08-08,Cancelled
518,141,2022-11-12,Cancelled
519,2775,2022-03-02,Returned
520,61,2021-11-19,Cancelled
521,699,2021-05-18,Completed
522,4872,2022-06-18,Returned
523,955,2022-08-31,Completed
524,3879,2022-05-22,Returned
525,4519,2023-01-14,Cancelled
526,982,2022-10-02,Completed
527,2598,2021-09-09,Cancelled
528,4400,2023-04-22,Cancelled
529,2404,2021-02-09,Completed
530,450,2021-11-04,Returned
531,1122,2022-12-14,Cancelled
532,3110,2021-06-06,Cancelled
533,2785,2023-05-21,Cancelled
534,610,2022-06-28,Cancelled
535,616,2022-05-26,Cancelled
536,2457,2022-02-21,Completed
537,215,2021-10-19,Cancelled
538,1514,2022-12-30,Completed
539,1126,2022-06-22,Returned
540,4912,2023-05-23,Completed
541,2970,2021-04-27,Completed
542,2165,2023-02-26,Cancelled
543,2608,2021-05-07,Completed
544,4722,2021-08-06,Returned
545,646,2021-08-26,Completed
546,2266,2021-11-15,Returned
547,4435,2023-05-30,Completed
548,4497,2022-08-15,Returned
549,4474,2021-11-01,Returned
550,2438,2021-04-13,Cancelled
551,334,2021-11-16,Cancelled
552,762,2022-11-05,Cancelled
553,2205,2023-01-29,Completed
554,1122,2021-03-12,Completed
555,4820,2021-01-05,Completed
556,3908,2021-02-13,Cancelled
557,2959,2022-02-20,Returned
558,876,2021-09-28,Completed
559,4841,2022-07-29,Completed
560,672,2021-12-09,Completed
561,1517,2022-10-27,Returned
562,851,2022-10-08,Completed
563,3853,2021-08-12,Returned
564,1038,2021-06-23,Returned
565,4176,2021-09-02,Cancelled
566,44,2022-11-29,Returned
567,2239,2022-08-14,Returned
568,1537,2022-05-20,Returned
569,1949,2021-03-02,Cancelled
570,1729,2022-09-20,Returned
571,3183,2021-07-17,Returned
572,2398,2021-12-19,Completed
573,3314,2022-08-28,Cancelled
574,4738,2021-10-22,Cancelled
575,2041,2022-09-24,Completed
576,3443,2021-09-19,Returned
577,4959,2022-05-25,Completed
578,939,2022-02-20,Returned
579,1567,2023-02-04,Cancelled
580,1051,2022-08-14,Completed
581,4754,2021-05-03,Returned
582,2039,2021-05-16,Returned
583,330,2021-08-25,Completed
584,382,2023-01-19,Completed
585,3234,2021-05-17,Completed
586,2266,2021-04-26,Returned
587,24,2022-10-30,Completed
588,908,2023-04-30,Returned
589,113,2022-02-28,Completed
590,2797,2021-07-31,Cancelled
591,1183,2021-05-31,Returned
592,1010,2023-06-09,Cancelled
593,2664,2022-02-25,Cancelled
594,4251,2022-11-28,Cancelled
595,3633,2022-11-11,Completed
596,1196,2021-07-31,Cancelled
597,2894,2021-07-12,Returned
598,1989,2022-05-17,Cancelled
599,2244,2022-03-24,Completed
600,2066,2021-01-04,Cancelled
601,3798,2021-06-12,Completed
602,489,2023-02-06,Cancelled
603,4295,2021-10-24,Completed
604,3387,2021-04-24,Cancelled
605,1153,2021-10-18,Cancelled
606,1451,2022-03-13,Completed
607,3877,2023-03-16,Returned
608,535,2022-08-24,Cancelled
609,2850,2021-11-07,Returned
610,1838,2022-04-06,Completed
611,2258,2023-05-10,Cancelled
612,3200,2021-10-04,Completed
613,3936,2021-08-14,Cancelled
614,1094,2021-01-18,Completed
615,3981,2022-01-29,Completed
616,4520,2022-06-06,Returned
617,1186,2021-04-23,Cancelled
618,3038,2022-06-19,Cancelled
619,810,2021-10-06,Returned
620,4232,2023-03-30,Cancelled
621,3308,2021-01-21,Completed
622,4647,2021-04-20,Completed
623,2317,2021-09-16,Completed
624,4555,2023-05-27,Returned
625,4706,2023-03-30,Returned
626,1499,2022-10-05,Cancelled
627,4329,2021-01-04,Completed
628,161,2021-12-02,Returned
629,4538,2022-03-06,Returned
630,2796,2021-01-02,Cancelled
631,1585,2021-07-11,Completed
632,2510,2023-01-09,Cancelled
633,2058,2022-12-14,Cancelled
634,4803,2021-07-24,Returned
635,3293,2022-11-17,Returned
636,4631,2022-08-01,Cancelled
637,788,2022-01-25,Cancelled
638,1608,2021-09-08,Cancelled
639,376,2023-05-29,Cancelled
640,2924,2022-04-28,Completed
641,4363,2021-12-08,Cancelled
642,1865,2022-03-18,Returned
643,135,2022-12-08,Completed
644,846,2022-08-02,Completed
645,1895,2022-02-25,Completed
646,1680,2022-04-24,Cancelled
647,4383,2023-01-27,Completed
648,841,2022-11-29,Returned
649,3615,2023-01-06,Completed
650,1809,2023-01-26,Completed
651,1790,2022-01-15,Completed
652,300,2021-09-20,Completed
653,4813,2022-02-23,Completed
654,2298,2022-10-21,Returned
655,3686,2021-08-03,Completed
656,2792,2021-08-31,Returned
657,974,2021-04-06,Cancelled
658,4902,2022-07-04,Returned
659,1976,2021-02-15,Cancelled
660,2270,2022-07-09,Completed
661,53,2023-05-13,Cancelled
662,1773,2023-03-26,Cancelled
663,2710,2021-04-13,Completed
664,4127,2022-08-20,Completed
665,4716,2021-10-12,Completed
666,3499,2022-12-15,Cancelled
667,2924,2023-02-11,Cancelled
668,4558,2022-12-14,Completed
669,221,2023-01-27,Completed
670,4684,2021-01-22,Returned
671,2255,2021-07-17,Completed
672,1286,2021-08-28,Returned
673,371,2023-01-21,Completed
674,1605,2023-04-28,Completed
675,1620,2021-05-16,Cancelled
676,3776,2021-03-04,Returned
677,3683,2021-08-20,Returned
678,1102,2021-02-02,Completed
679,1673,2022-01-11,Returned
680,2455,2023-05-05,Returned
681,3538,2021-06-07,Returned
682,519,2023-05-04,Completed
683,3881,2022-01-23,Completed
684,1404,2022-01-19,Completed
685,4367,2021-06-29,Returned
686,3444,2021-04-22,Completed
687,1291,2021-08-05,Completed
688,1260,2022-03-02,Completed
689,3561,2021-08-23,Returned
690,1362,2021-09-30,Returned
691,4262,2023-01-01,Returned
692,4349,2022-08-29,Returned
693,2704,2022-04-09,Completed
694,4869,2022-06-30,Returned
695,4648,2021-08-09,Cancelled
696,3481,2021-06-26,Returned
697,3647,2021-10-13,Cancelled
698,2132,2022-09-13,Completed
699,165,2021-07-20,Cancelled
700,2422,2022-01-20,Returned
701,3809,2021-04-04,Returned
702,945,2023-03-27,Returned
703,1039,2021-02-25,Completed
704,4371,2023-05-28,Completed
705,4589,2022-05-06,Cancelled
706,4757,2022-12-31,Returned
707,1108,2021-02-24,Returned
708,1473,2022-07-06,Completed
709,1036,2021-09-04,Completed
710,4165,2023-05-29,Returned
711,4454,2021-03-17,Completed
712,4416,2022-07-20,Completed
713,2779,2022-06-22,Returned
714,767,2021-09-23,Cancelled
715,2721,2022-07-17,Completed
716,1461,2021-02-15,Cancelled
717,4019,2023-05-21,Completed
718,1145,2023-04-03,Completed
719,733,2022-06-15,Completed
720,3624,2021-03-15,Cancelled
721,4479,2021-03-24,Returned
722,2637,2022-04-17,Completed
723,2264,2023-05-18,Cancelled
724,246,2021-02-03,Completed
725,224,2023-03-05,Returned
726,199,2023-06-03,Returned
727,249,2021-03-27,Cancelled
728,1352,2023-02-15,Returned
729,4800,2021-03-25,Completed
730,1560,2022-05-08,Completed
731,3597,2023-03-14,Returned
732,3044,2021-02-28,Returned
733,4956,2021-01-27,Returned
734,1227,2021-12-28,Cancelled
735,3106,2022-11-20,Completed
736,4129,2022-10-24,Cancelled
737,2394,2021-09-25,Completed
738,697,2022-07-13,Completed
739,4919,2022-11-16,Returned
740,4424,2022-05-04,Cancelled
741,4024,2022-06-19,Completed
742,1234,2021-06-29,Cancelled
743,4108,2022-09-29,Completed
744,2574,2022-01-24,Cancelled
745,331,2022-06-04,Cancelled
746,3829,2021-01-27,Completed
747,4909,2021-02-20,Completed
748,2141,2021-09-09,Cancelled
749,2830,2022-10-14,Cancelled
750,727,2022-01-06,Returned
751,4227,2021-10-09,Returned
752,1229,2022-02-19,Cancelled
753,4613,2021-05-06,Completed
754,3384,2021-06-02,Cancelled
755,4192,2021-08-22,Cancelled
756,3028,2022-11-09,Completed
757,3000,2021-11-14,Completed
758,4726,2022-01-20,Returned
759,344,2022-07-20,Returned
760,323,2022-10-03,Cancelled
761,435,2022-02-21,Completed
762,1970,2022-02-25,Returned
763,4574,2022-04-17,Returned
764,2909,2023-03-17,Completed
765,4308,2021-07-09,Completed
766,529,2021-03-04,Cancelled
767,385,2021-05-06,Cancelled
768,2072,2023-05-05,Returned
769,1018,2022-07-24,Returned
770,41,2021-09-25,Returned
771,2119,2023-05-28,Returned
772,1454,2022-07-15,Cancelled
773,4084,2021-09-12,Returned
774,1589,2022-01-23,Returned
775,1538,2022-06-26,Returned
776,526,2022-02-14,Cancelled
777,1985,2021-06-08,Returned
778,537,2021-05-25,Returned
779,3278,2022-09-26,Returned
780,2418,2023-01-14,Completed
781,4274,2022-08-09,Returned
782,2520,2022-02-22,Cancelled
783,1300,2021-01-22,Completed
784,3439,2023-02-14,Returned
785,1070,2022-01-13,Returned
786,4329,2022-03-18,Completed
787,853,2021-11-14,Cancelled
788,674,2022-04-19,Completed
789,3197,2021-10-26,Returned
790,3194,2021-06-10,Cancelled
791,3062,2023-02-15,Cancelled
792,347,2021-07-11,Cancelled
793,1877,2023-01-09,Returned
794,3024,2021-12-15,Returned
795,1532,2021-10-28,Completed
796,191,2022-11-16,Completed
797,3849,2022-01-22,Cancelled
798,3369,2023-03-23,Cancelled
799,2381,2022-06-10,Returned
800,4345,2022-06-02,Completed
801,1851,2023-01-19,Completed
802,3018,2021-09-05,Returned
803,4104,2022-06-16,Completed
804,2257,2021-12-06,Returned
805,1100,2022-04-22,Returned
806,505,2022-11-21,Returned
807,2785,2021-02-08,Cancelled
808,472,2023-05-24,Cancelled
809,1957,2021-07-29,Completed
810,1712,2023-02-23,Cancelled
811,1592,2023-04-29,Returned
812,2112,2022-08-25,Cancelled
813,1001,2022-02-09,Returned
814,1818,2023-04-07,Completed
815,838,2021-04-03,Completed
816,4915,2022-04-11,Returned
817,3822,2023-01-09,Completed
818,4460,2021-02-19,Returned
819,1628,2021-09-04,Returned
820,749,2022-10-09,Returned
821,1622,2022-05-20,Completed
822,1104,2022-02-19,Returned
823,2647,2021-08-20,Completed
824,3332,2023-05-26,Completed
825,630,2021-03-27,Returned
826,4137,2022-05-24,Cancelled
827,3190,2021-04-08,Cancelled
828,4102,2023-05-29,Cancelled
829,4527,2023-01-08,Returned
830,69,2021-01-11,Completed
831,1710,2023-04-21,Completed
832,241,2022-08-24,Completed
833,2741,2023-03-09,Cancelled
834,918,2022-07-17,Completed
835,4893,2022-06-21,Completed
836,2003,2022-12-06,Cancelled
837,2735,2022-04-29,Returned
838,4075,2021-09-28,Returned
839,2324,2023-04-23,Returned
840,981,2023-01-13,Cancelled
841,26,2022-09-28,Returned
842,1751,2022-02-06,Cancelled
843,4996,2023-03-23,Cancelled
844,1098,2021-03-01,Completed
845,2550,2022-09-11,Completed
846,1010,2023-06-11,Returned
847,4711,2021-10-21,Completed
848,4418,2021-10-27,Completed
849,1896,2022-02-11,Returned
