customer_id,name,gender,city,signup_date
82,Customer_82,Male,Lalitpur,2022-02-21
83,Customer_83,Female,Pokhara,2021-08-07
84,Customer_84,Female,Kathmandu,2021-06-18
85,Customer_85,Female,Kathmandu,2022-02-04
86,Customer_86,Female,Pokhara,2021-10-20
87,Customer_87,Female,Pokhara,2021-06-08
88,Customer_88,Male,Bhaktapur,2021-08-11
89,Customer_89,Male,Kathmandu,2023-02-05
90,Customer_90,Female,Kathmandu,2021-02-21
91,Customer_91,Female,Lalitpur,2021-02-28
92,Customer_92,Male,Lalitpur,2021-03-12
93,Customer_93,Male,Lalitpur,2022-02-18
94,Customer_94,Male,Lalitpur,2022-08-16
95,Customer_95,Male,Kathmandu,2022-03-06
96,Customer_96,Female,Bhaktapur,2021-07-29
97,Customer_97,Female,Lalitpur,2021-09-29
98,Customer_98,Female,Lalitpur,2022-11-19
99,Customer_99,Female,Pokhara,2021-11-20
100,Customer_100,Male,Kathmandu,2022-04-15
101,Customer_101,Male,Kathmandu,2022-07-05
102,Customer_102,Male,Bhaktapur,2021-05-16
103,Customer_103,Female,Kathmandu,2023-06-20
104,Customer_104,Male,Bhaktapur,2021-10-19
105,Customer_105,Male,Pokhara,2023-05-04
106,Customer_106,Female,Kathmandu,2022-11-15
107,Customer_107,Female,Kathmandu,2023-06-19
108,Customer_108,Male,Bhaktapur,2021-04-29
109,Customer_109,Male,Lalitpur,2021-10-06
110,Customer_110,Female,Lalitpur,2023-01-05
111,Customer_111,Female,Lalitpur,2022-12-05
112,Customer_112,Female,Pokhara,2021-09-15
113,Customer_113,Male,Kathmandu,2022-10-12
114,Customer_114,Female,Bhaktapur,2021-02-15
115,Customer_115,Male,Bhaktapur,2023-03-01
116,Customer_116,Male,Bhaktapur,2021-06-15
117,Customer_117,Female,Pokhara,2022-07-29
118,Customer_118,Male,Kathmandu,2021-03-19
119,Customer_119,Male,Kathmandu,2023-05-05
120,Customer_120,Female,Lalitpur,2022-03-17
121,Customer_121,Male,Kathmandu,2021-11-12
122,Customer_122,Female,Kathmandu,2022-01-02
123,Customer_123,Male,Lalitpur,2022-11-14
124,Customer_124,Male,Bhaktapur,2023-03-10
125,Customer_125,Female,Lalitpur,2021-08-31
126,Customer_126,Male,Lalitpur,2022-02-27
127,Customer_127,Male,Lalitpur,2023-01-25
128,Customer_128,Female,Pokhara,2023-04-02
129,Customer_129,Male,Bhaktapur,2021-06-13
130,Customer_130,Male,Pokhara,2023-06-13
131,Customer_131,Male,Pokhara,2021-08-16
132,Customer_132,Male,Pokhara,2021-12-25
133,Customer_133,Female,Lalitpur,2021-08-17
134,Customer_134,Male,Lalitpur,2022-02-13
135,Customer_135,Female,Bhaktapur,2023-06-05
136,Customer_136,Male,Bhaktapur,2021-12-26
137,Customer_137,Female,Bhaktapur,2021-01-29
138,Customer_138,Male,Bhaktapur,2021-07-02
139,Customer_139,Female,Kathmandu,2021-04-22
140,Customer_140,Female,Bhaktapur,2023-01-17
141,Customer_141,Female,Pokhara,2022-09-13
142,Customer_142,Male,Pokhara,2022-08-14
143,Customer_143,Male,Bhaktapur,2021-02-15
144,Customer_144,Female,Kathmandu,2022-06-17
145,Customer_145,Male,Bhaktapur,2022-03-18
146,Customer_146,Male,Bhaktapur,2022-10-01
147,Customer_147,Female,Kathmandu,2023-01-08
148,Customer_148,Female,Bhaktapur,2022-11-14
149,Customer_149,Female,Bhaktapur,2022-02-17
150,Customer_150,Female,Lalitpur,2021-07-16
151,Customer_151,Female,Pokhara,2022-11-25
152,Customer_152,Male,Bhaktapur,2022-02-20
153,Customer_153,Male,Bhaktapur,2021-10-21
154,Customer_154,Male,Pokhara,2023-03-16
155,Customer_155,Female,Pokhara,2022-03-29
156,Customer_156,Female,Lalitpur,2022-06-08
157,Customer_157,Female,Lalitpur,2022-11-06
158,Customer_158,Male,Bhaktapur,2022-06-12
159,Customer_159,Female,Kathmandu,2023-04-19
160,Customer_160,Male,Bhaktapur,2021-08-19
161,Customer_161,Male,Lalitpur,2021-01-26
162,Customer_162,Male,Lalitpur,2022-05-02
163,Customer_163,Male,Pokhara,2022-03-01
164,Customer_164,Male,Pokhara,2022-05-22
165,Customer_165,Female,Lalitpur,2021-06-01
166,Customer_166,Male,Kathmandu,2023-03-09
167,Customer_167,Female,Lalitpur,2021-06-30
168,Customer_168,Female,Kathmandu,2022-07-25
169,Customer_169,Male,Kathmandu,2022-04-13
170,Customer_170,Male,Pokhara,2022-11-15
171,Customer_171,Female,Pokhara,2022-09-20
172,Customer_172,Female,Pokhara,2021-06-12
173,Customer_173,Female,Pokhara,2021-09-23
174,Customer_174,Male,Bhaktapur,2023-02-24
175,Customer_175,Female,Lalitpur,2021-10-09
176,Customer_176,Female,Kathmandu,2023-01-01
177,Customer_177,Female,Lalitpur,2021-10-06
178,Customer_178,Female,Bhaktapur,2022-07-08
179,Customer_179,Male,Lalitpur,2021-06-04
180,Customer_180,Male,Pokhara,2022-12-12
181,Customer_181,Male,Lalitpur,2021-03-07
182,Customer_182,Female,Pokhara,2021-12-05
183,Customer_183,Female,Pokhara,2021-03-05
184,Customer_184,Male,Pokhara,2022-02-03
185,Customer_185,Male,Pokhara,2022-05-04
186,Customer_186,Male,Bhaktapur,2021-11-02
187,Customer_187,Female,Pokhara,2022-07-06
188,Customer_188,Male,Pokhara,2021-08-13
189,Customer_189,Female,Pokhara,2022-05-13
190,Customer_190,Male,Pokhara,2021-12-11
191,Customer_191,Female,Lalitpur,2023-05-11
192,Customer_192,Female,Lalitpur,2022-09-30
193,Customer_193,Male,Pokhara,2022-08-30
194,Customer_194,Male,Kathmandu,2022-10-21
195,Customer_195,Female,Lalitpur,2023-06-07
196,Customer_196,Female,Lalitpur,2021-02-21
197,Customer_197,Female,Pokhara,2021-12-02
198,Customer_198,Male,Pokhara,2021-12-01
199,Customer_199,Female,Pokhara,2021-10-12
200,Customer_200,Female,Bhaktapur,2023-05-05
201,Customer_201,Male,Pokhara,2021-01-20
202,Customer_202,Male,Bhaktapur,2021-08-18
203,Customer_203,Male,Kathmandu,2023-02-12
204,Customer_204,Male,Lalitpur,2021-07-24
205,Customer_205,Male,Lalitpur,2021-09-02
206,Customer_206,Male,Pokhara,2022-11-17
207,Customer_207,Male,Lalitpur,2022-04-22
208,Customer_208,Female,Bhaktapur,2021-06-21
209,Customer_209,Male,Lalitpur,2021-11-15
210,Customer_210,Male,Kathmandu,2021-11-16
211,Customer_211,Female,Pokhara,2023-01-03
212,Customer_212,Male,Kathmandu,2022-08-30
213,Customer_213,Male,Kathmandu,2022-12-15
214,Customer_214,Female,Kathmandu,2023-03-27
215,Customer_215,Male,Bhaktapur,2022-06-30
216,Customer_216,Female,Bhaktapur,2021-03-12
217,Customer_217,Female,Kathmandu,2023-05-20
218,Customer_218,Female,Pokhara,2021-04-19
219,Customer_219,Female,Bhaktapur,2022-10-13
220,Customer_220,Female,Lalitpur,2022-03-22
221,Customer_221,Male,Bhaktapur,2022-09-23
222,Customer_222,Female,Pokhara,2022-03-23
223,Customer_223,Female,Bhaktapur,2023-05-23
224,Customer_224,Male,Kathmandu,2021-10-13
225,Customer_225,Female,Lalitpur,2023-02-08
226,Customer_226,Female,Pokhara,2021-12-11
227,Customer_227,Male,Pokhara,2023-05-22
228,Customer_228,Female,Lalitpur,2022-05-15
229,Customer_229,Male,Bhaktapur,2023-03-28
230,Customer_230,Female,Bhaktapur,2021-10-14
231,Customer_231,Female,Kathmandu,2022-06-14
232,Customer_232,Male,Kathmandu,2021-09-05
233,Customer_233,Female,Pokhara,2022-07-23
234,Customer_234,Male,Pokhara,2022-10-24
235,Customer_235,Female,Pokhara,2023-03-23
236,Customer_236,Male,Kathmandu,2021-10-29
237,Customer_237,Male,Pokhara,2022-12-10
238,Customer_238,Male,Bhaktapur,2022-11-11
239,Customer_239,Female,Pokhara,2022-07-21
240,Customer_240,Female,Pokhara,2023-02-03
241,Customer_241,Female,Bhaktapur,2022-12-21
242,Customer_242,Female,Bhaktapur,2021-11-10
243,Customer_243,Female,Lalitpur,2021-05-04
244,Customer_244,Male,Bhaktapur,2021-05-03
245,Customer_245,Male,Lalitpur,2021-08-10
246,Customer_246,Female,Bhaktapur,2023-01-12
247,Customer_247,Female,Kathmandu,2023-05-03
248,Customer_248,Male,Bhaktapur,2021-08-21
249,Customer_249,Female,Lalitpur,2021-11-06
250,Customer_250,Male,Lalitpur,2021-10-08
251,Customer_251,Male,Kathmandu,2022-07-21
252,Customer_252,Female,Lalitpur,2022-10-16
253,Customer_253,Female,Kathmandu,2023-06-13
254,Customer_254,Male,Bhaktapur,2022-04-26
255,Customer_255,Female,Pokhara,2021-12-15
256,Customer_256,Male,Kathmandu,2021-09-16
257,Customer_257,Female,Kathmandu,2023-04-22
258,Customer_258,Male,Pokhara,2022-05-19
259,Customer_259,Male,Kathmandu,2021-06-05
260,Customer_260,Male,Bhaktapur,2021-03-29
261,Customer_261,Male,Kathmandu,2022-07-26
262,Customer_262,Female,Lalitpur,2023-03-06
263,Customer_263,Female,Pokhara,2022-03-30
264,Customer_264,Female,Pokhara,2021-11-09
265,Customer_265,Male,Kathmandu,2023-02-21
266,Customer_266,Male,Lalitpur,2021-09-28
267,Customer_267,Male,Lalitpur,2021-09-03
268,Customer_268,Male,Kathmandu,2021-06-10
269,Customer_269,Male,Pokhara,2022-04-07
270,Customer_270,Female,Bhaktapur,2021-02-03
271,Customer_271,Male,Bhaktapur,2022-12-25
272,Customer_272,Female,Pokhara,2021-03-14
273,Customer_273,Male,Bhaktapur,2023-03-18
274,Customer_274,Male,Pokhara,2021-04-28
275,Customer_275,Male,Lalitpur,2021-09-30
276,Customer_276,Male,Kathmandu,2021-03-03
277,Customer_277,Male,Bhaktapur,2022-09-02
278,Customer_278,Female,Pokhara,2021-05-08
279,Customer_279,Female,Bhaktapur,2022-12-18
280,Customer_280,Female,Bhaktapur,2022-05-28
281,Customer_281,Female,Pokhara,2021-03-24
282,Customer_282,Male,Pokhara,2023-01-23
283,Customer_283,Female,Bhaktapur,2021-01-27
284,Customer_284,Male,Lalitpur,2022-11-22
285,Customer_285,Male,Bhaktapur,2022-08-14
286,Customer_286,Male,Lalitpur,2022-04-27
287,Customer_287,Female,Bhaktapur,2021-07-05
288,Customer_288,Female,Pokhara,2021-04-04
289,Customer_289,Female,Bhaktapur,2022-02-23
290,Customer_290,Female,Bhaktapur,2022-11-18
291,Customer_291,Male,Lalitpur,2021-12-04
292,Customer_292,Female,Pokhara,2021-10-23
293,Customer_293,Female,Kathmandu,2022-04-11
294,Customer_294,Male,Bhaktapur,2021-09-16
295,Customer_295,Female,Kathmandu,2023-03-03
296,Customer_296,Female,Kathmandu,2022-11-05
297,Customer_297,Female,Pokhara,2021-02-25
298,Customer_298,Male,Bhaktapur,2022-09-30
299,Customer_299,Female,Pokhara,2023-02-18
300,Customer_300,Male,Lalitpur,2021-10-01
301,Customer_301,Male,Bhaktapur,2022-03-25
302,Customer_302,Female,Kathmandu,2021-01-30
303,Customer_303,Male,Lalitpur,2021-11-15
304,Customer_304,Male,Pokhara,2021-04-06
305,Customer_305,Male,Kathmandu,2022-04-18
306,Customer_306,Male,Lalitpur,2022-05-26
307,Customer_307,Female,Bhaktapur,2022-03-02
308,Customer_308,Female,Pokhara,2021-09-07
309,Customer_309,Female,Lalitpur,2022-01-28
310,Customer_310,Male,Lalitpur,2023-06-04
311,Customer_311,Male,Bhaktapur,2023-03-03
312,Customer_312,Female,Bhaktapur,2023-03-18
313,Customer_313,Female,Kathmandu,2021-10-17
314,Customer_314,Female,Pokhara,2023-06-06
315,Customer_315,Male,Pokhara,2022-07-06
316,Customer_316,Female,Bhaktapur,2021-12-07
317,Customer_317,Female,Pokhara,2021-11-26
318,Customer_318,Male,Lalitpur,2022-08-09
319,Customer_319,Female,Lalitpur,2023-05-27
320,Customer_320,Female,Kathmandu,2021-11-22
321,Customer_321,Female,Pokhara,2022-01-31
322,Customer_322,Male,Pokhara,2021-02-07
323,Customer_323,Male,Bhaktapur,2023-06-10
324,Customer_324,Male,Pokhara,2021-04-13
325,Customer_325,Female,Kathmandu,2023-01-10
326,Customer_326,Male,Pokhara,2023-06-11
327,Customer_327,Male,Kathmandu,2022-04-26
328,Customer_328,Female,Bhaktapur,2022-10-01
329,Customer_329,Female,Kathmandu,2023-05-23
330,Customer_330,Female,Pokhara,2021-11-21
331,Customer_331,Female,Kathmandu,2022-09-25
332,Customer_332,Male,Lalitpur,2022-10-09
333,Customer_333,Female,Lalitpur,2023-02-04
334,Customer_334,Male,Pokhara,2021-04-11
335,Customer_335,Male,Pokhara,2021-06-20
336,Customer_336,Female,Kathmandu,2021-02-17
337,Customer_337,Female,Kathmandu,2021-10-28
338,Customer_338,Female,Bhaktapur,2022-03-18
339,Customer_339,Male,Lalitpur,2022-06-28
340,Customer_340,Female,Lalitpur,2021-06-24
341,Customer_341,Male,Kathmandu,2022-09-17
342,Customer_342,Female,Lalitpur,2022-05-25
343,Customer_343,Male,Lalitpur,2022-04-18
344,Customer_344,Female,Pokhara,2021-09-19
345,Customer_345,Male,Pokhara,2021-10-22
346,Customer_346,Male,Kathmandu,2022-03-29
347,Customer_347,Female,Bhaktapur,2022-10-17
348,Customer_348,Female,Bhaktapur,2022-04-13
349,Customer_349,Female,Lalitpur,2022-01-29
350,Customer_350,Female,Kathmandu,2021-08-31
351,Customer_351,Female,Bhaktapur,2022-08-12
352,Customer_352,Female,Bhaktapur,2021-01-23
353,Customer_353,Female,Bhaktapur,2021-01-09
354,Customer_354,Male,Pokhara,2023-05-03
355,Customer_355,Female,Lalitpur,2022-09-14
356,Customer_356,Female,Lalitpur,2022-10-14
357,Customer_357,Male,Bhaktapur,2022-11-26
358,Customer_358,Male,Kathmandu,2022-10-05
359,Customer_359,Male,Bhaktapur,2023-03-19
360,Customer_360,Female,Kathmandu,2022-08-17
361,Customer_361,Female,Lalitpur,2021-04-03
362,Customer_362,Female,Bhaktapur,2023-02-05
363,Customer_363,Female,Lalitpur,2021-07-25
364,Customer_364,Male,Bhaktapur,2022-06-28
365,Customer_365,Female,Lalitpur,2021-09-21
366,Customer_366,Female,Bhaktapur,2023-02-04
367,Customer_367,Female,Kathmandu,2022-04-25
368,Customer_368,Male,Lalitpur,2023-02-12
369,Customer_369,Male,Pokhara,2023-05-17
370,Customer_370,Female,Kathmandu,2023-03-21
371,Customer_371,Female,Kathmandu,2021-09-28
372,Customer_372,Male,Pokhara,2022-01-13
373,Customer_373,Female,Pokhara,2023-04-23
374,Customer_374,Female,Kathmandu,2022-11-23
375,Customer_375,Male,Pokhara,2021-01-26
376,Customer_376,Female,Lalitpur,2022-10-26
377,Customer_377,Male,Pokhara,2022-12-19
378,Customer_378,Female,Pokhara,2021-04-30
379,Customer_379,Male,Kathmandu,2021-02-08
380,Customer_380,Female,Pokhara,2021-04-29
381,Customer_381,Male,Lalitpur,2022-07-05
382,Customer_382,Male,Pokhara,2022-04-10
383,Customer_383,Female,Pokhara,2022-08-25
384,Customer_384,Male,Pokhara,2022-11-02
385,Customer_385,Male,Pokhara,2022-09-23
386,Customer_386,Female,Bhaktapur,2021-02-03
387,Customer_387,Female,Lalitpur,2022-03-31
388,Customer_388,Female,Lalitpur,2023-05-26
389,Customer_389,Female,Kathmandu,2022-12-04
390,Customer_390,Female,Bhaktapur,2021-03-04
391,Customer_391,Female,Bhaktapur,2021-07-14
392,Customer_392,Male,Pokhara,2021-04-04
393,Customer_393,Male,Kathmandu,2021-02-21
394,Customer_394,Female,Lalitpur,2021-05-09
395,Customer_395,Male,Kathmandu,2023-04-30
396,Customer_396,Male,Lalitpur,2023-04-13
397,Customer_397,Male,Bhaktapur,2023-03-04
398,Customer_398,Male,Kathmandu,2021-10-11
399,Customer_399,Male,Lalitpur,2022-07-08
400,Customer_400,Female,Lalitpur,2021-04-23
401,Customer_401,Male,Lalitpur,2021-01-16
402,Customer_402,Female,Lalitpur,2022-08-26
403,Customer_403,Female,Kathmandu,2021-06-28
404,Customer_404,Female,Kathmandu,2021-05-10
405,Customer_405,Female,Kathmandu,2023-02-03
406,Customer_406,Male,Pokhara,2022-04-05
407,Customer_407,Female,Kathmandu,2022-04-08
408,Customer_408,Male,Kathmandu,2023-01-15
409,Customer_409,Female,Pokhara,2022-10-21
410,Customer_410,Male,Kathmandu,2022-05-06
411,Customer_411,Female,Pokhara,2022-12-04
412,Customer_412,Male,Pokhara,2022-12-31
413,Customer_413,Female,Kathmandu,2021-03-24
414,Customer_414,Female,Lalitpur,2021-03-09
415,Customer_415,Male,Bhaktapur,2022-10-02
416,Customer_416,Female,Pokhara,2022-09-04
417,Customer_417,Female,Pokhara,2022-06-02
418,Customer_418,Female,Kathmandu,2023-03-24
419,Customer_419,Male,Lalitpur,2022-03-17
420,Customer_420,Female,Lalitpur,2022-02-28
421,Customer_421,Female,Pokhara,2022-02-13
422,Customer_422,Female,Kathmandu,2021-11-17
423,Customer_423,Female,Bhaktapur,2022-11-13
424,Customer_424,Female,Bhaktapur,2021-06-06
425,Customer_425,Female,Kathmandu,2021-04-04
426,Customer_426,Male,Kathmandu,2022-03-19
427,Customer_427,Male,Bhaktapur,2023-04-12
428,Customer_428,Male,Kathmandu,2022-08-24
429,Customer_429,Female,Kathmandu,2022-02-25
430,Customer_430,Female,Pokhara,2023-06-08
431,Customer_431,Male,Bhaktapur,2022-09-07
432,Customer_432,Female,Bhaktapur,2021-04-17
433,Customer_433,Male,Lalitpur,2022-11-04
434,Customer_434,Female,Lalitpur,2023-05-18
435,Customer_435,Male,Bhaktapur,2023-05-16
436,Customer_436,Female,Kathmandu,2023-02-20
437,Customer_437,Female,Lalitpur,2023-04-07
438,Customer_438,Female,Kathmandu,2022-09-16
439,Customer_439,Female,Kathmandu,2021-07-04
440,Customer_440,Female,Bhaktapur,2021-12-14
441,Customer_441,Female,Kathmandu,2021-07-05
442,Customer_442,Male,Pokhara,2021-03-13
443,Customer_443,Male,Kathmandu,2021-04-04
444,Customer_444,Male,Pokhara,2022-03-06
445,Customer_445,Female,Bhaktapur,2021-06-11
446,Customer_446,Female,Bhaktapur,2023-01-09
447,Customer_447,Female,Kathmandu,2021-02-23
448,Customer_448,Male,Lalitpur,2023-02-12
449,Customer_449,Male,Kathmandu,2021-10-06
450,Customer_450,Female,Pokhara,2022-05-13
451,Customer_451,Female,Pokhara,2021-10-07
452,Customer_452,Male,Kathmandu,2021-12-20
453,Customer_453,Female,Kathmandu,2021-10-18
454,Customer_454,Female,Bhaktapur,2021-02-16
455,Customer_455,Male,Pokhara,2022-09-06
456,Customer_456,Male,Kathmandu,2021-07-29
457,Customer_457,Female,Lalitpur,2023-02-25
458,Customer_458,Male,Bhaktapur,2021-10-24
459,Customer_459,Female,Kathmandu,2021-01-08
460,Customer_460,Female,Pokhara,2021-06-29
461,Customer_461,Male,Pokhara,2022-06-30
462,Customer_462,Male,Bhaktapur,2021-03-15
463,Customer_463,Female,Kathmandu,2022-03-23
464,Customer_464,Male,Pokhara,2021-03-21
465,Customer_465,Female,Pokhara,2022-08-11
466,Customer_466,Female,Pokhara,2021-10-24
467,Customer_467,Male,Pokhara,2021-01-22
468,Customer_468,Female,Lalitpur,2023-04-01
469,Customer_469,Female,Bhaktapur,2021-04-01
470,Customer_470,Female,Kathmandu,2021-09-07
471,Customer_471,Female,Pokhara,2022-06-21
472,Customer_472,Male,Pokhara,2023-06-11
473,Customer_473,Female,Bhaktapur,2021-08-15
474,Customer_474,Female,Lalitpur,2021-03-20
475,Customer_475,Male,Lalitpur,2023-03-06
476,Customer_476,Female,Bhaktapur,2023-01-15
477,Customer_477,Male,Lalitpur,2021-04-16
478,Customer_478,Male,Bhaktapur,2021-07-22
479,Customer_479,Male,Lalitpur,2023-02-18
480,Customer_480,Male,Lalitpur,2023-03-03
481,Customer_481,Female,Pokhara,2023-02-12
482,Customer_482,Female,Bhaktapur,2023-06-04
483,Customer_483,Female,Lalitpur,2022-03-27
484,Customer_484,Male,Pokhara,2022-03-29
485,Customer_485,Female,Bhaktapur,2022-08-29
486,Customer_486,Male,Bhaktapur,2022-06-04
487,Customer_487,Male,Bhaktapur,2022-04-18
488,Customer_488,Female,Kathmandu,2021-02-28
489,Customer_489,Female,Bhaktapur,2021-03-20
490,Customer_490,Male,Pokhara,2022-04-19
491,Customer_491,Male,Pokhara,2023-04-10
492,Customer_492,Male,Bhaktapur,2022-09-12
493,Customer_493,Female,Lalitpur,2021-03-05
494,Customer_494,Female,Kathmandu,2023-04-11
495,Customer_495,Female,Kathmandu,2022-06-01
496,Customer_496,Male,Kathmandu,2021-09-11
497,Customer_497,Female,Pokhara,2022-06-21
498,Customer_498,Male,Bhaktapur,2022-01-17
499,Customer_499,Female,Pokhara,2022-02-23
500,Customer_500,Female,Kathmandu,2023-03-20
501,Customer_501,Female,Kathmandu,2021-12-04
502,Customer_502,Male,Pokhara,2021-10-18
503,Customer_503,Female,Lalitpur,2021-12-08
504,Customer_504,Male,Lalitpur,2021-12-25
505,Customer_505,Female,Pokhara,2021-05-13
506,Customer_506,Male,Bhaktapur,2022-07-27
507,Customer_507,Female,Bhaktapur,2023-04-13
508,Customer_508,Male,Kathmandu,2022-10-24
509,Customer_509,Female,Bhaktapur,2021-01-19
510,Customer_510,Female,Bhaktapur,2021-07-04
511,Customer_511,Male,Bhaktapur,2023-02-24
512,Customer_512,Female,Lalitpur,2021-08-20
513,Customer_513,Male,Lalitpur,2021-03-21
514,Customer_514,Female,Kathmandu,2022-06-04
515,Customer_515,Male,Bhaktapur,2023-06-17
516,Customer_516,Male,Pokhara,2021-06-07
517,Customer_517,Male,Lalitpur,2023-05-02
518,Customer_518,Male,Pokhara,2021-02-14
519,Customer_519,Female,Bhaktapur,2022-11-24
520,Customer_520,Male,Pokhara,2022-09-18
521,Customer_521,Female,Pokhara,2021-08-28
522,Customer_522,Male,Bhaktapur,2023-04-09
523,Customer_523,Female,Lalitpur,2022-01-12
524,Customer_524,Female,Pokhara,2023-02-27
525,Customer_525,Female,Pokhara,2022-05-30
526,Customer_526,Female,Lalitpur,2023-04-17
527,Customer_527,Male,Lalitpur,2023-06-13
528,Customer_528,Female,Kathmandu,2022-10-19
529,Customer_529,Female,Bhaktapur,2022-07-22
530,Customer_530,Male,Kathmandu,2021-10-19
531,Customer_531,Male,Lalitpur,2021-10-07
532,Customer_532,Female,Lalitpur,2023-05-01
533,Customer_533,Female,Kathmandu,2021-08-16
534,Customer_534,Female,Bhaktapur,2021-01-28
535,Customer_535,Female,Kathmandu,2022-02-10
536,Customer_536,Female,Lalitpur,2022-01-31
537,Customer_537,Male,Bhaktapur,2021-08-18
538,Customer_538,Male,Bhaktapur,2021-04-12
539,Customer_539,Female,Lalitpur,2021-05-21
540,Customer_540,Male,Bhaktapur,2023-04-30
541,Customer_541,Female,Lalitpur,2023-02-17
542,Customer_542,Female,Pokhara,2022-09-23
543,Customer_543,Male,Kathmandu,2021-01-20
544,Customer_544,Female,Lalitpur,2023-05-06
545,Customer_545,Male,Pokhara,2021-04-24
546,Customer_546,Female,Lalitpur,2021-11-05
547,Customer_547,Male,Kathmandu,2021-09-02
548,Customer_548,Female,Pokhara,2021-03-06
549,Customer_549,Male,Pokhara,2022-09-04
550,Customer_550,Male,Lalitpur,2023-01-06
551,Customer_551,Male,Bhaktapur,2022-03-16
552,Customer_552,Male,Bhaktapur,2021-09-04
553,Customer_553,Female,Lalitpur,2022-11-12
554,Customer_554,Male,Bhaktapur,2021-03-11
555,Customer_555,Male,Pokhara,2023-06-14
556,Customer_556,Female,Kathmandu,2022-10-13
557,Customer_557,Female,Bhaktapur,2021-09-17
558,Customer_558,Male,Bhaktapur,2023-03-19
